acf,param,n_rep,seed,iter,best_y,y_min_est,true_regret,runtime
anpei,0.5,3,2,16,2.1314428873936,3.4014815360058748,2.644419194558836,39.28206276893616
anpei,0.5,3,2,17,2.1314428873936,1.7837140648090895,0.20966393750382473,39.28206276893616
anpei,0.5,3,2,18,0.17283033832975506,1.273873470373438,0.0695104160978044,39.28206276893616
anpei,0.5,3,2,19,0.17283033832975506,0.45621811058698114,0.013461476432269137,39.28206276893616
anpei,0.5,3,2,20,0.17283033832975506,0.5077483267352747,0.011101320548068117,39.28206276893616
anpei,0.5,3,2,21,0.17283033832975506,0.5195882460935266,0.01059037297418186,39.28206276893616
anpei,0.5,3,2,22,0.17283033832975506,0.47504951610066115,0.013168521546985446,39.28206276893616
anpei,0.5,3,2,23,0.17283033832975506,0.47449312154722634,0.013408105419959071,39.28206276893616
anpei,0.5,3,2,24,0.17283033832975506,0.47547240235551413,0.013116951674621902,39.28206276893616
anpei,0.5,3,2,25,0.17283033832975506,0.48056331802582974,0.010986111652155017,39.28206276893616
anpei,0.5,3,2,26,0.17283033832975506,0.4807067309580191,0.010941999390011503,39.28206276893616
anpei,0.5,3,2,27,0.17283033832975506,0.4823806172103744,0.010414069589719688,39.28206276893616
anpei,0.5,3,2,28,0.17283033832975506,0.4827272344189879,0.010323520624936577,39.28206276893616
anpei,0.5,3,2,29,0.17283033832975506,0.4904740148468463,0.009659923333142473,39.28206276893616
anpei,0.5,3,2,30,0.17283033832975506,0.49066239895145003,0.009622493771781038,39.28206276893616
anpei,0.5,5,1,1,3.3890352727058697,3.537361369441527,2.5520554381556178,39.84010052680969
anpei,0.5,5,1,2,3.3890352727058697,3.5537107678496938,2.552148677716014,39.84010052680969
anpei,0.5,5,1,3,3.3890352727058697,3.562978307745148,2.5520045365103217,39.84010052680969
anpei,0.5,5,1,4,3.3890352727058697,3.316342573352216,2.3473694291632627,39.84010052680969
anpei,0.5,5,1,5,3.3890352727058697,3.0813080215298,2.501919750113065,39.84010052680969
anpei,0.5,5,1,6,3.3890352727058697,2.8502148878635865,2.744704501520814,39.84010052680969
anpei,0.5,5,1,7,3.3890352727058697,2.599750480995958,3.077599013366717,39.84010052680969
anpei,0.5,5,1,8,3.3890352727058697,3.3229069154184003,2.7018716340847284,39.84010052680969
anpei,0.5,5,1,9,3.3890352727058697,3.261510860515216,2.8592165620395544,39.84010052680969
anpei,0.5,5,1,10,3.111774806727756,3.2532858347270377,2.863719033541499,39.84010052680969
anpei,0.5,5,1,11,3.111774806727756,3.1593586789521737,2.9636885771604478,39.84010052680969
anpei,0.5,5,1,12,0.7688167493661773,3.3239859785367543,1.2764209933045052,39.84010052680969
anpei,0.5,5,1,13,0.7688167493661773,0.3763795319154326,0.7293622935318211,39.84010052680969
anpei,0.5,5,1,14,0.7688167493661773,0.7858610392907863,0.3950497042834744,39.84010052680969
anpei,0.5,5,1,15,0.4672590832772984,0.33306778376189783,0.030858454488816633,39.84010052680969
anpei,0.5,5,1,16,0.4672590832772984,0.3110028096510362,0.03534652582812292,39.84010052680969
anpei,0.5,5,1,17,0.4672590832772984,0.40206807622126917,0.011334084190051996,39.84010052680969
anpei,0.5,5,1,18,0.4672590832772984,0.4206485040457224,0.007222832506251109,39.84010052680969
anpei,0.5,5,1,19,0.4672590832772984,0.43930183858609695,0.003582297631277598,39.84010052680969
anpei,0.5,5,1,20,0.4672590832772984,0.4315142186399825,0.007179864886833087,39.84010052680969
anpei,0.5,5,1,21,0.4672590832772984,0.3037074621530991,0.060992665422642034,39.84010052680969
anpei,0.5,5,1,22,0.4672590832772984,0.414355612125064,0.011823326483881402,39.84010052680969
anpei,0.5,5,1,23,0.4672590832772984,0.41867948599043103,0.009636861464361601,39.84010052680969
anpei,0.5,5,1,24,0.4672590832772984,0.4186278157079002,0.009720329006137618,39.84010052680969
anpei,0.5,5,1,25,0.4672590832772984,0.4174970381487242,0.01008622892168809,39.84010052680969
anpei,0.5,5,1,26,0.4672590832772984,0.4135687497611471,0.011359738063960734,39.84010052680969
anpei,0.5,5,1,27,0.4672590832772984,0.41253836114530884,0.011451346424685482,39.84010052680969
anpei,0.5,5,1,28,0.4672590832772984,0.4131866896871301,0.01135420609089266,39.84010052680969
anpei,0.5,5,1,29,0.4672590832772984,0.41056947621235196,0.011751185109250883,39.84010052680969
anpei,0.5,5,1,30,0.4672590832772984,0.41410451104825796,0.011152458219100936,39.84010052680969
anpei,0.5,5,2,1,2.7369781424392583,2.857273954717087,2.6277358486636437,37.52461624145508
anpei,0.5,5,2,2,2.7369781424392583,2.870767168531252,2.6278188390893593,37.52461624145508
anpei,0.5,5,2,3,2.7369781424392583,2.8780796536366253,2.6277112285621262,37.52461624145508
anpei,0.5,5,2,4,2.7369781424392583,2.564252896662815,2.342440690549548,37.52461624145508
anpei,0.5,5,2,5,2.7369781424392583,2.296879916574703,2.4926623529699388,37.52461624145508
anpei,0.5,5,2,6,2.7369781424392583,2.723076920904724,2.529074893793454,37.52461624145508
anpei,0.5,5,2,7,2.7369781424392583,2.807715835872706,2.6100750651387656,37.52461624145508
anpei,0.5,5,2,8,2.7369781424392583,2.6412574262081634,2.593845752927674,37.52461624145508
anpei,0.5,5,2,9,2.7369781424392583,2.4604918046684148,2.573344303075201,37.52461624145508
anpei,0.5,5,2,10,2.7369781424392583,2.420014359452651,2.5784531317419592,37.52461624145508
anpei,0.5,5,2,11,0.9312758639538607,2.7382743632994533,2.6281782833291523,37.52461624145508
anpei,0.5,5,2,12,0.39858035758638943,-0.635841507599693,0.09639226026914471,37.52461624145508
anpei,0.5,5,2,13,0.17292781736082188,-1.413709576371481,1.5170764888928083,37.52461624145508
anpei,0.5,5,2,14,-3.6250317401572945,-1.6187005803623862,1.6083039751558283,37.52461624145508
anpei,0.5,5,2,15,-3.6250317401572945,-3.822776722875844,2.453515437919732,37.52461624145508
anpei,0.5,5,2,16,-3.6250317401572945,-4.104750929569178,2.1426988066885233,37.52461624145508
anpei,0.5,5,2,17,-3.6250317401572945,-5.251605262741471,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,18,-3.6250317401572945,-5.2791320871851255,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,19,-3.6250317401572945,-5.261652303795088,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,20,-3.6250317401572945,-5.274497719515992,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,21,-3.6250317401572945,-5.290187009661139,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,22,-3.6250317401572945,-5.289089207337383,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,23,-3.6250317401572945,-5.287089002074168,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,24,-3.6250317401572945,-5.3105073595231005,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,25,-3.6250317401572945,-5.318956572943485,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,26,-3.6250317401572945,-5.322273393843169,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,27,-3.6250317401572945,-5.321155119567813,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,28,-3.6250317401572945,-5.319588915432128,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,29,-3.6250317401572945,-5.316087018858582,2.4839558348834796,37.52461624145508
anpei,0.5,5,2,30,-3.6250317401572945,-5.316943530576417,2.4839558348834796,37.52461624145508
anpei,0.5,10,1,1,3.0859138046909957,3.1535095183920347,2.552056972799103,38.742756605148315
anpei,0.5,10,1,2,3.0859138046909957,-2.2049638374141836,12.651946782082785,38.742756605148315
anpei,0.5,10,1,3,3.0859138046909957,2.892610120708177,3.5453863751320114,38.742756605148315
anpei,0.5,10,1,4,3.0859138046909957,2.948785314384274,3.5681960985321544,38.742756605148315
anpei,0.5,10,1,5,3.0859138046909957,3.0021507711732482,3.5856330480834746,38.742756605148315
anpei,0.5,10,1,6,3.0859138046909957,3.0703329659747,3.598959335709681,38.742756605148315
anpei,0.5,10,1,7,3.0859138046909957,3.1078570351693315,3.6046796965976737,38.742756605148315
anpei,0.5,10,1,8,3.0859138046909957,3.1747963816536284,3.6141130906328556,38.742756605148315
anpei,0.5,10,1,9,3.0859138046909957,3.0507321024223515,3.601024532587375,38.742756605148315
anpei,0.5,10,1,10,3.0859138046909957,1.9639445721173345,8.992852793111648,38.742756605148315
anpei,0.5,10,1,11,3.0859138046909957,3.1634849776309864,3.6170582005569587,38.742756605148315
anpei,0.5,10,1,12,3.0859138046909957,3.1425223485197904,3.6105919521827623,38.742756605148315
anpei,0.5,10,1,13,3.0859138046909957,3.1814687924010983,3.6127366135313466,38.742756605148315
anpei,0.5,10,1,14,0.4406520309782775,-2.4582416116326016,0.05514441219918709,38.742756605148315
anpei,0.5,10,1,15,0.4406520309782775,0.2177707031969618,0.08755655243539273,38.742756605148315
anpei,0.5,10,1,16,0.4406520309782775,0.7321838994710532,0.029862594757522842,38.742756605148315
anpei,0.5,10,1,17,0.4406520309782775,0.7650018635284965,0.014566490047164038,38.742756605148315
anpei,0.5,10,1,18,0.4406520309782775,0.7621575679119061,0.015994748692394367,38.742756605148315
anpei,0.5,10,1,19,0.4406520309782775,0.7660284957357106,0.013844469530498671,38.742756605148315
anpei,0.5,10,1,20,0.4406520309782775,0.7656662543524959,0.014980844167233442,38.742756605148315
anpei,0.5,10,1,21,0.4406520309782775,0.7643247968299676,0.008897409797713252,38.742756605148315
anpei,0.5,10,1,22,0.4406520309782775,0.7638528335828667,0.008279387544130046,38.742756605148315
anpei,0.5,10,1,23,0.4406520309782775,0.7632386355674186,0.007947895147683681,38.742756605148315
anpei,0.5,10,1,24,0.4406520309782775,0.7638222067702642,0.008103869822805976,38.742756605148315
anpei,0.5,10,1,25,0.4406520309782775,0.7652469966733904,0.008264847892270666,38.742756605148315
anpei,0.5,10,1,26,0.4406520309782775,0.7574679074375581,0.005974043524984651,38.742756605148315
anpei,0.5,10,1,27,0.4406520309782775,0.7563923151000083,0.005593305207254318,38.742756605148315
anpei,0.5,10,1,28,0.4406520309782775,0.7554337211467796,0.005270105625271526,38.742756605148315
anpei,0.5,10,1,29,0.4406520309782775,0.7554214736073988,0.00525306166603734,38.742756605148315
anpei,0.5,10,1,30,0.4406520309782775,0.7553640440261375,0.005251433275569539,38.742756605148315
anpei,0.5,10,2,1,2.607794816599945,2.6424872087725433,2.627714682369109,37.13256883621216
anpei,0.5,10,2,2,2.607794816599945,-2.5113691528455035,12.94155624555417,37.13256883621216
anpei,0.5,10,2,3,2.607794816599945,2.28451818582554,3.788852826014897,37.13256883621216
anpei,0.5,10,2,4,2.607794816599945,0.6011078405325705,9.886328060661459,37.13256883621216
anpei,0.5,10,2,5,2.607794816599945,2.2979713159940474,3.6526355614871404,37.13256883621216
anpei,0.5,10,2,6,2.607794816599945,2.2916657994398477,3.6904296989766623,37.13256883621216
anpei,0.5,10,2,7,2.607794816599945,2.4473008614622245,2.3766121913282436,37.13256883621216
anpei,0.5,10,2,8,2.607794816599945,2.4340207267128378,2.3736337457506655,37.13256883621216
anpei,0.5,10,2,9,0.6857116434486532,2.440084478465117,2.37540955783217,37.13256883621216
anpei,0.5,10,2,10,0.6857116434486532,0.4670131670418698,0.41218912523297746,37.13256883621216
anpei,0.5,10,2,11,0.6857116434486532,-0.04017095663525083,0.6888763486407168,37.13256883621216
anpei,0.5,10,2,12,0.6857116434486532,0.9443995409719506,0.350381248987512,37.13256883621216
anpei,0.5,10,2,13,0.6857116434486532,0.9538344268360035,0.3575101719866911,37.13256883621216
anpei,0.5,10,2,14,0.6857116434486532,0.6928652809886557,2.8241929173944413e-05,37.13256883621216
anpei,0.5,10,2,15,0.6857116434486532,0.6419090600289223,0.0006393492182734661,37.13256883621216
anpei,0.5,10,2,16,0.6857116434486532,1.0317543969685872,0.0001037893133322143,37.13256883621216
anpei,0.5,10,2,17,0.6857116434486532,1.0219284238225015,4.481815562229485e-05,37.13256883621216
anpei,0.5,10,2,18,0.6857116434486532,1.0250910137684315,4.449844306542161e-05,37.13256883621216
anpei,0.5,10,2,19,0.6857116434486532,1.0270638834246242,5.198654007720904e-05,37.13256883621216
anpei,0.5,10,2,20,0.6857116434486532,1.0345973229982803,9.001814977160905e-05,37.13256883621216
anpei,0.5,10,2,21,0.6857116434486532,1.0242488281150415,3.0136629055377284e-05,37.13256883621216
anpei,0.5,10,2,22,0.6857116434486532,1.0464744749358346,0.00011503516041244666,37.13256883621216
anpei,0.5,10,2,23,0.6857116434486532,1.0560020667395165,0.00014371676092395091,37.13256883621216
anpei,0.5,10,2,24,0.6857116434486532,1.056667404124795,0.00013243300266019276,37.13256883621216
anpei,0.5,10,2,25,0.6857116434486532,1.0520283536055786,8.894482318844155e-05,37.13256883621216
anpei,0.5,10,2,26,0.6857116434486532,1.0468505703740973,5.771814109323259e-05,37.13256883621216
anpei,0.5,10,2,27,0.6857116434486532,1.0334068216203178,1.5149787762069877e-05,37.13256883621216
anpei,0.5,10,2,28,0.6857116434486532,1.0600714397221083,3.880908465347943e-05,37.13256883621216
anpei,0.5,10,2,29,0.6857116434486532,1.041305847214261,1.3237513911690257e-06,37.13256883621216
anpei,0.5,10,2,30,0.6857116434486532,1.0282738524793373,3.976058787102943e-06,37.13256883621216
ei,,3,1,1,3.1171012791243897,3.1712107561879463,2.5520521221640013,36.87362837791443
ei,,3,1,2,3.1171012791243897,-1.9940966272537537,12.432963118096236,36.87362837791443
ei,,3,1,3,3.1171012791243897,2.7949667002589607,3.7213459391278247,36.87362837791443
ei,,3,1,4,3.1171012791243897,2.845467778749679,3.735975012620118,36.87362837791443
ei,,3,1,5,3.1171012791243897,2.9021425430903847,3.743908446080736,36.87362837791443
ei,,3,1,6,3.1171012791243897,2.9603120931881577,3.7418458100962395,36.87362837791443
ei,,3,1,7,-0.06878635542570304,3.03932940975416,2.915053521700756,36.87362837791443
ei,,3,1,8,-0.06878635542570304,2.995757213854475,3.0453190683434386,36.87362837791443
ei,,3,1,9,-0.06878635542570304,3.037657138098986,2.8773569619572967,36.87362837791443
ei,,3,1,10,-0.06878635542570304,2.9798765771328917,2.760062786569855,36.87362837791443
ei,,3,1,11,-1.441554242505893,2.9204683307042885,2.972298958362823,36.87362837791443
ei,,3,1,12,-1.441554242505893,1.1327002093683802,0.3303694759439697,36.87362837791443
ei,,3,1,13,-1.441554242505893,1.2193425194508052,0.3406455924124696,36.87362837791443
ei,,3,1,14,-2.471312042749439,-0.9543022746718961,0.23710819496737834,36.87362837791443
ei,,3,1,15,-2.471312042749439,-1.1134351312861526,0.35323715581623283,36.87362837791443
ei,,3,1,16,-2.471312042749439,-0.6877005010639508,0.6013392458192044,36.87362837791443
ei,,3,1,17,-2.471312042749439,-0.6925285743617238,0.6077575162476965,36.87362837791443
ei,,3,1,18,-2.471312042749439,-0.7039415031031098,0.6085823376622361,36.87362837791443
ei,,3,1,19,-2.471312042749439,-0.8064731652838901,0.6075452328244904,36.87362837791443
ei,,3,1,20,-2.471312042749439,-0.9021406847031059,0.6596830747636666,36.87362837791443
ei,,3,1,21,-2.471312042749439,-0.8875990982416546,0.6557538806091117,36.87362837791443
ei,,3,1,22,-2.471312042749439,-0.7676580014491172,0.41346252016389684,36.87362837791443
ei,,3,1,23,-2.471312042749439,-0.5759534790954071,0.38301040583733226,36.87362837791443
ei,,3,1,24,-2.471312042749439,-0.5208184305586663,0.3797858953580544,36.87362837791443
ei,,3,1,25,-2.471312042749439,1.2040609807293343,0.12632556117723226,36.87362837791443
ei,,3,1,26,-2.471312042749439,1.154611023513059,0.11244805347353548,36.87362837791443
ei,,3,1,27,-2.471312042749439,1.12294056037452,0.11724226776431479,36.87362837791443
ei,,3,1,28,-2.471312042749439,1.1202394603759949,0.11324269076225946,36.87362837791443
ei,,3,1,29,-2.471312042749439,1.119479538416286,0.10670008825037058,36.87362837791443
ei,,3,1,30,-2.471312042749439,1.1625469414199472,0.09006854634768935,36.87362837791443
ei,,3,2,1,3.6762179239130788,3.7160355138640426,2.627702020752494,37.44023251533508
ei,,3,2,2,3.6762179239130788,-1.596669433388918,13.002622475877,37.44023251533508
ei,,3,2,3,3.6762179239130788,3.3492898575214696,3.8135506492391613,37.44023251533508
ei,,3,2,4,2.5287065688321664,3.384469657549637,3.8327928418544257,37.44023251533508
ei,,3,2,5,2.5287065688321664,3.425398095326152,3.8454120573882538,37.44023251533508
ei,,3,2,6,2.5287065688321664,3.4680592276520343,3.846841241885709,37.44023251533508
ei,,3,2,7,2.5115271797804364,3.356949401876257,0.4048281773224538,37.44023251533508
ei,,3,2,8,2.5115271797804364,2.8422697545158897,0.3387027620707084,37.44023251533508
ei,,3,2,9,2.5115271797804364,3.5313712554584242,3.1118573901125055,37.44023251533508
ei,,3,2,10,2.5115271797804364,3.568406221993996,2.9723618291836766,37.44023251533508
ei,,3,2,11,0.7766562277411385,3.4860554825857335,2.8725333179821053,37.44023251533508
ei,,3,2,12,0.7766562277411385,2.29116620589366,0.2735652815696401,37.44023251533508
ei,,3,2,13,0.7766562277411385,2.385473914835508,0.3248036181393381,37.44023251533508
ei,,3,2,14,0.7766562277411385,2.6200143502811457,0.23298239529021636,37.44023251533508
ei,,3,2,15,0.7766562277411385,3.1951166272909006,0.13013538330928576,37.44023251533508
ei,,3,2,16,0.7766562277411385,2.834444897346387,0.13404604563618427,37.44023251533508
ei,,3,2,17,0.7766562277411385,2.8885653978791765,0.13192888557453308,37.44023251533508
ei,,3,2,18,0.7766562277411385,2.860660586865663,0.13193098212696874,37.44023251533508
ei,,3,2,19,-0.5107886422436615,1.928500717012863,0.4205863119091209,37.44023251533508
ei,,3,2,20,-0.5107886422436615,1.0200686273992652,0.5238743962743548,37.44023251533508
ei,,3,2,21,-0.5107886422436615,1.0241718918782219,0.4196722808750142,37.44023251533508
ei,,3,2,22,-0.5107886422436615,2.911868725994765,0.225898079600233,37.44023251533508
ei,,3,2,23,-0.5107886422436615,0.6002729566907696,0.003113677844551077,37.44023251533508
ei,,3,2,24,-0.5107886422436615,0.5620625865699189,0.003943145259768244,37.44023251533508
ei,,3,2,25,-0.5107886422436615,0.5714223045634341,0.0038553655824475896,37.44023251533508
ei,,3,2,26,-0.5107886422436615,0.6108637324825175,0.003856789678334138,37.44023251533508
ei,,3,2,27,-0.5107886422436615,0.5586832522823286,0.009625283618591496,37.44023251533508
ei,,3,2,28,-0.5107886422436615,0.5566399559506472,0.015352768707751707,37.44023251533508
ei,,3,2,29,-0.5107886422436615,0.5515043858615911,0.016815039539000765,37.44023251533508
ei,,3,2,30,-4.433332193566919,0.5482586245969294,0.016936900822001277,37.44023251533508
ei,,5,1,1,3.3890352727058697,3.5373613694414345,2.552055785233059,36.8912308216095
ei,,5,1,2,3.3890352727058697,-1.968830194149625,12.242627521907055,36.8912308216095
ei,,5,1,3,3.3890352727058697,3.2140779146048644,3.843616931880857,36.8912308216095
ei,,5,1,4,-2.8644245847269483,3.3401334566703795,3.8728280980676875,36.8912308216095
ei,,5,1,5,-2.8644245847269483,-1.8633058088535464,0.6424488548052718,36.8912308216095
ei,,5,1,6,-2.8644245847269483,-1.5292688945623354,1.9868800469557009,36.8912308216095
ei,,5,1,7,-2.8644245847269483,-1.3605979272638535,2.3779098901857036,36.8912308216095
ei,,5,1,8,-2.8644245847269483,0.35296615119327157,0.5908882443906158,36.8912308216095
ei,,5,1,9,-2.8644245847269483,0.3299949711084693,1.4787883009926563,36.8912308216095
ei,,5,1,10,-2.8644245847269483,0.7537495792432267,0.5435675679887044,36.8912308216095
ei,,5,1,11,-2.8644245847269483,0.3128383272575803,0.1947508349702165,36.8912308216095
ei,,5,1,12,-2.8644245847269483,0.36542624572420834,0.224462787123219,36.8912308216095
ei,,5,1,13,-2.8644245847269483,-6.773553372419251,4.437755440318139,36.8912308216095
ei,,5,1,14,-2.8644245847269483,0.6274183279061205,0.15295367523990677,36.8912308216095
ei,,5,1,15,-2.8644245847269483,-2.596511393665139,29.60999750662171,36.8912308216095
ei,,5,1,16,-2.8644245847269483,-0.10546222847034414,0.2170348643976876,36.8912308216095
ei,,5,1,17,-2.8644245847269483,-0.17136444313577215,0.2402060186465249,36.8912308216095
ei,,5,1,18,-2.8644245847269483,-0.1759024246888501,0.241891550586816,36.8912308216095
ei,,5,1,19,-2.8644245847269483,-0.18288877930401526,0.2505410013360603,36.8912308216095
ei,,5,1,20,-2.8644245847269483,-0.4181056188436614,0.2643230640040404,36.8912308216095
ei,,5,1,21,-2.8644245847269483,-0.4695288583058215,0.2887689693189657,36.8912308216095
ei,,5,1,22,-2.8644245847269483,-0.24620532275805118,0.27406296154728693,36.8912308216095
ei,,5,1,23,-2.8644245847269483,0.07554720780380819,0.18784725284646342,36.8912308216095
ei,,5,1,24,-2.8644245847269483,0.08886935086617598,0.1844716810857605,36.8912308216095
ei,,5,1,25,-2.8644245847269483,0.10336827024558204,0.18087490075537715,36.8912308216095
ei,,5,1,26,-2.8644245847269483,-0.01305444374714071,0.1780086900804907,36.8912308216095
ei,,5,1,27,-2.8644245847269483,0.06036556291578421,0.13956662815452425,36.8912308216095
ei,,5,1,28,-2.8644245847269483,0.02179162644689825,0.13517351533234567,36.8912308216095
ei,,5,1,29,-3.837247907130083,0.46512559844374124,0.13084313139147596,36.8912308216095
ei,,5,1,30,-3.837247907130083,0.28851155466834655,0.14116831664244245,36.8912308216095
ei,,5,2,1,2.7369781424392583,2.857273954717094,2.6277358745941957,38.12256145477295
ei,,5,2,2,2.7369781424392583,-2.6028298563985928,12.83027895813142,38.12256145477295
ei,,5,2,3,2.7369781424392583,2.687030749916836,3.6380718899307505,38.12256145477295
ei,,5,2,4,2.7369781424392583,2.7849298088584504,3.6604586471954095,38.12256145477295
ei,,5,2,5,2.7369781424392583,2.8915433274627844,3.677165568580042,38.12256145477295
ei,,5,2,6,2.7369781424392583,3.0010654832471886,3.6851104569535664,38.12256145477295
ei,,5,2,7,2.7369781424392583,3.1180070824149695,3.688766432134864,38.12256145477295
ei,,5,2,8,-0.5765304990294906,2.280910013651031,10.095225055160975,38.12256145477295
ei,,5,2,9,-0.5765304990294906,0.04719374139369137,0.496878935400737,38.12256145477295
ei,,5,2,10,-0.5765304990294906,0.05933372571512763,0.46239529266884993,38.12256145477295
ei,,5,2,11,-0.5765304990294906,0.13218775884999445,0.37762514895817567,38.12256145477295
ei,,5,2,12,-0.5765304990294906,0.14020977418716285,0.16342210019788617,38.12256145477295
ei,,5,2,13,-0.5765304990294906,-4.117712971965652,27.3777813476189,38.12256145477295
ei,,5,2,14,-0.5765304990294906,0.3368223644415522,0.22359204827192514,38.12256145477295
ei,,5,2,15,-0.5765304990294906,-0.31374643873810726,0.004795532241391953,38.12256145477295
ei,,5,2,16,-0.5765304990294906,-0.3308426217481113,0.004415084932164248,38.12256145477295
ei,,5,2,17,-0.5765304990294906,-0.31101723001698645,0.005235350880505862,38.12256145477295
ei,,5,2,18,-0.5765304990294906,-0.3077788018456431,0.0052206900879152585,38.12256145477295
ei,,5,2,19,-0.5765304990294906,-0.326974910433492,0.004976199551371963,38.12256145477295
ei,,5,2,20,-0.5765304990294906,-0.3294590441146781,0.004925978306239642,38.12256145477295
ei,,5,2,21,-0.5769736680911685,-0.33057919364260613,0.004889908411353616,38.12256145477295
ei,,5,2,22,-0.5769736680911685,-0.12439836949900851,0.0006959142205396063,38.12256145477295
