acf,param,n_rep,seed,iter,best_y,y_min_est,true_regret,runtime
anpei,0.2,3,1,1,3.1171012791243897,1.0488628079789242,49.20700434533283,59.97813010215759
anpei,0.2,3,1,2,3.1171012791243897,1.0488628079789242,49.20700434533283,59.97813010215759
anpei,0.2,3,1,3,3.1171012791243897,-69.01899173815627,17.043192735844265,59.97813010215759
anpei,0.2,3,1,4,3.1171012791243897,1.0488628079789242,49.20700434533283,59.97813010215759
anpei,0.2,3,1,5,3.1171012791243897,1.0488628079789242,49.20700434533283,59.97813010215759
anpei,0.2,3,1,6,3.1171012791243897,1.0488628079789242,49.20700434533283,59.97813010215759
anpei,0.2,3,1,7,3.1171012791243897,-3.086999901749019,12.477090216265049,59.97813010215759
anpei,0.2,3,1,8,3.1171012791243897,2.2930740959753297,3.6259752222621273,59.97813010215759
anpei,0.2,3,1,9,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,10,3.1171012791243897,-3.3530686908998013,0.7575309122505338,59.97813010215759
anpei,0.2,3,1,11,3.1171012791243897,0.883581986997636,7.253805586775848,59.97813010215759
anpei,0.2,3,1,12,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,13,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,14,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,15,3.1171012791243897,-6.189797504797822,12.5730074281302,59.97813010215759
anpei,0.2,3,1,16,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,17,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,18,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,19,3.1171012791243897,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,20,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,21,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,22,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,23,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,24,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,25,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,26,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
anpei,0.2,3,1,27,2.870073872503907,1.8116979974886862,4.661252811149812,59.97813010215759
