1080 runs | 20 workers | num_iter=30
[334/1080] haei_g0.5/nrep10/seed06: ok(final_y=-1.745, 35.1s)
[335/1080] haei_g0.5/nrep05/seed28: ok(final_y=-0.1621, 49.9s)
[336/1080] haei_g0.5/nrep10/seed07: ok(final_y=-2.951, 34.3s)
[337/1080] haei_g0.5/nrep10/seed08: ok(final_y=-1.1, 34.4s)
[338/1080] haei_g0.5/nrep10/seed11: ok(final_y=-2.253, 32.9s)
[339/1080] haei_g0.5/nrep10/seed12: ok(final_y=-2.115, 34.4s)
[340/1080] haei_g0.5/nrep10/seed03: ok(final_y=-1.747, 54.7s)
[341/1080] haei_g0.5/nrep10/seed13: ok(final_y=-1.36, 33.9s)
[342/1080] haei_g0.5/nrep10/seed14: ok(final_y=-1.199, 34.0s)
[343/1080] haei_g0.5/nrep10/seed09: ok(final_y=-4.052, 41.8s)
[344/1080] haei_g0.5/nrep10/seed15: ok(final_y=0.25, 35.1s)
[345/1080] haei_g0.5/nrep10/seed18: ok(final_y=-1.042, 34.5s)
[346/1080] haei_g0.5/nrep10/seed19: ok(final_y=-1.295, 35.2s)
[347/1080] haei_g0.5/nrep10/seed20: ok(final_y=-1.957, 34.2s)
[348/1080] haei_g0.5/nrep10/seed21: ok(final_y=-2.24, 34.3s)
[349/1080] haei_g0.5/nrep10/seed22: ok(final_y=-2.878, 34.3s)
[350/1080] haei_g0.5/nrep10/seed10: ok(final_y=-1.947, 51.8s)
[351/1080] haei_g0.5/nrep10/seed17: ok(final_y=-2.463, 41.1s)
[352/1080] haei_g0.5/nrep10/seed25: ok(final_y=-1.979, 33.7s)
[353/1080] haei_g0.5/nrep10/seed24: ok(final_y=-3.688, 34.4s)
[354/1080] haei_g0.5/nrep10/seed26: ok(final_y=-0.4935, 33.5s)
[355/1080] haei_g0.5/nrep10/seed16: ok(final_y=-1.27, 54.2s)
[356/1080] haei_g0.5/nrep10/seed27: ok(final_y=-2.017, 34.5s)
[357/1080] haei_g0.5/nrep10/seed28: ok(final_y=-4.16, 35.9s)
[358/1080] haei_g0.5/nrep10/seed29: ok(final_y=-2.273, 34.3s)
[359/1080] haei_g1/nrep03/seed01: ok(final_y=-0.7004, 34.3s)
[360/1080] haei_g0.5/nrep10/seed23: ok(final_y=-2.738, 54.2s)
[361/1080] haei_g1/nrep03/seed02: ok(final_y=-4.433, 37.4s)
